Name,Release_Year,Genres,Review_Score,Avg_Main_Story,Avg_Main_+_Extras,Avg_Completionist,Avg_All_PlayStyles,Speedrun_Avg,Speedrun_Fastest,Speedrun_Slowest,Primary_Genre
Smugglers V,2014.0,"Role-Playing, Simulation, Strategy",60,12.0,,,12.0,,,,Role-Playing
Bleach: Blade Battlers 2nd,2007.0,Fighting,66,,,,,,,,Fighting
NES Play Action Football,,Sports,0,,,,,,,,Sports
The Dukes of Hazzard II: Daisy Dukes It Out,2000.0,Racing/Driving,20,2.85,,,2.85,,,,Racing/Driving
Swords and Serpents,,Role-Playing,30,16.07,23.22,30.98,20.48,,,,Role-Playing
NBA Live 98,1997.0,Sports,67,10.0,,80.0,45.0,,,,Sports
Command & Conquer: Red Alert - Counterstrike,,,71,9.53,,8.05,9.37,,,,
ULTIMATE HARDBASS DEFENCE,2019.0,,40,2.5,,3.0,2.75,,,,
15 Days,2010.0,"Adventure, Role-Playing",47,7.27,12.25,6.5,8.18,,,,Adventure
Coloring Pixels - Space Pack,2018.0,,0,,,,,,,,
Void: Dementia,2022.0,"Action, Role-Playing",0,,,,,,,,Action
Fangs,2022.0,,0,,,,,,,,
FIFA 97,1996.0,"Simulation, Sports",68,8.67,17.5,,12.2,,,,Simulation
FIFA Soccer 96,,"Simulation, Sports",53,5.75,20.0,,7.33,,,,Simulation
Ubongo,,Board Game,0,,,,,,,,Board Game
Samurai Warriors: Chronicles 3,2015.0,Hack and Slash,65,16.5,36.0,58.0,31.75,,,,Hack and Slash
Hentai Sweet Girls,2019.0,,65,,,1.2,1.2,,,,
Disney Magical World,2014.0,Simulation,52,32.32,41.98,,35.93,,,,Simulation
Warbirds,,"First-Person, Flight",0,0.3,,,0.3,,,,Flight
Spyro Orange: The Cortex Conspiracy,2004.0,Platform,45,4.67,13.5,6.22,7.63,,,,Platform
Generation of Chaos,2005.0,"Role-Playing, Strategy",70,21.48,,,21.48,,,,Role-Playing
Zelda Classic,,"Top-Down, Action, Adventure",0,,,,,,,,Adventure
The Pillars of the Earth - Book 1,2017.0,"Point-and-Click, Adventure",74,5.1,5.33,5.3,5.17,,,,Adventure
Project Sekai: Colorful Stage! feat. Hatsune Miku,2020.0,"Music/Rhythm, Visual Novel",76,13.93,,,13.93,,,,Music/Rhythm
From Orbit,2019.0,"Real-Time, Strategy",60,2.0,,2.0,2.0,,,,Real-Time
18 Wheeler: American Pro Trucker,2000.0,"Action, Racing",59,0.87,1.87,1.87,1.07,,,,Action
Pocket Stables,2022.0,Management,0,,,,,,,,Management
AFFECTED: The Manor,2017.0,"Virtual Reality, Horror",0,0.6,,,0.6,,,,Horror
Fort Solis,,Third-Person,0,,,,,,,,
Procrabstination,2022.0,,0,,,,,,,,
Batman: Arkham Knight - WayneTech Track Pack,2015.0,"Third-Person, Real-Time, Action, Adventure",40,,,,,,,,Adventure
Go! Go! Ackman 3,1995.0,Action,67,1.72,,2.0,1.85,,,,Action
Oriental Legend,,"Scrolling, Fighting",60,1.72,,,1.72,,,,Fighting
Eternal Radiance,2020.0,"Action, Role-Playing",68,12.47,11.5,16.52,14.32,,,,Action
Warhammer: Battle March,2008.0,"Real-Time, Action, Strategy/Tactical",64,15.98,25.0,,18.23,,,,Action
Q-YO Blaster,2018.0,Action,70,0.83,0.5,,0.8,,,,Action
Halluci-Sabbat of Koishi,2022.0,Beat em Up,0,,,,,,,,Beat em Up
Sonya: The Great Adventure,2017.0,Hidden Object,60,2.68,3.85,3.38,3.33,,,,Hidden Object
Sker Ritual,,"First-Person, Horror, Survival",0,,,,,,,,Horror
Club Life,2016.0,Visual Novel,54,1.9,4.82,4.12,3.57,,,,Visual Novel
Batman: Arkham Knight - Batman Classic TV Series Batmobile Pack,2015.0,"Third-Person, Real-Time, Action, Adventure",40,,,,,,,,Adventure
Inazuma Eleven GO 2: Chrono Stone,2015.0,"Role-Playing, Sports",81,33.7,103.23,314.87,113.1,,,,Role-Playing
Urban Trial Tricky,2021.0,Sports,0,,,,,,,,Sports
Towertale,2019.0,Action,40,11.7,,,11.7,,,,Action
Are You Smarter Than a 5th Grader?,2007.0,Trivia,41,2.12,,9.3,3.32,,,,Trivia
Qvabllock,2018.0,Puzzle,70,,,0.33,0.33,,,,Puzzle
Grobda Remix,2017.0,Visual Novel,50,,,,,,,,Visual Novel
77 Oleander Avenue Ghost House Investigation,2021.0,"Horror, Visual Novel",0,,,,,,,,Horror
Watch Dogs: Signature Shot,2014.0,"Third-Person, Action, Adventure, Open World",53,0.23,0.4,0.23,0.27,,,,Adventure
Kung Fu Panda: Legendary Warriors,2008.0,"Action, Adventure",60,3.25,,,3.25,,,,Adventure
Rise of the Tomb Raider - Endurance Mode,,"Third-Person, Real-Time, Action, Adventure, Shooter, Stealth, Survival",53,0.5,,,0.5,,,,Adventure
Mighty Flip Champs!,2009.0,Puzzle,0,3.95,,8.1,6.02,,,,Puzzle
Another Otter,2018.0,,25,,,0.12,0.12,,,,
Tall Poppy,2021.0,"Action, Adventure, Survival",0,,,,,,,,Adventure
World of Soccer Online,2015.0,Sports,60,,,,,,,,Sports
Advanced V.G.,,"Side, Action, Fighting",63,1.02,,,1.02,,,,Action
Cryptic Passage,1998.0,"First-Person, Shooter",78,2.48,3.35,2.25,2.83,,,,Shooter
Codemancer,2019.0,Puzzle,0,,,,,,,,Puzzle
Batman: Arkham Knight - 1989 Movie Batmobile Pack,2015.0,"Third-Person, Real-Time, Action, Adventure",40,,,,,,,,Adventure
ARC Raiders,,Action,0,,,,,,,,Action
Microcosmum: Survival of Cells,2015.0,Strategy,70,5.25,8.0,7.53,6.85,,,,Strategy
FAST Racing Neo,2015.0,Racing/Driving,75,3.27,7.02,12.9,5.87,,,,Racing/Driving
Gardenscapes,2012.0,Simulation,50,4.48,,,4.48,,,,Simulation
Theresia,2008.0,"Adventure, Survival Horror",60,10.55,,16.78,14.18,,,,Horror
Awesome Pea,2018.0,,60,3.0,,2.53,2.68,,,,
Disney's Extreme Skate Adventure,2003.0,Sports,70,7.57,25.0,40.0,13.12,,,,Sports
Garden Simulator,2022.0,Simulation,60,8.0,,,8.0,,,,Simulation
Steambirds Alliance,,"Massively Multiplayer, Role-Playing",60,10.0,,,10.0,,,,Massively Multiplayer
Angels with Scaly Wings,2017.0,Visual Novel,78,9.57,20.48,22.1,17.87,,,,Visual Novel
Watch Dogs: The Palace,2014.0,"Third-Person, Action, Adventure, Open World",55,0.38,0.63,0.58,0.48,,,,Adventure
Calvino Noir,2015.0,"Adventure, Stealth",50,4.67,6.03,,5.22,,,,Adventure
Kamaitachi no Yoru: Rinne Saisei,2017.0,Visual Novel,65,,15.23,23.98,21.07,,,,Visual Novel
Majin Tensei,1994.0,"Turn-Based, Role-Playing, Strategy",43,50.88,66.25,,58.57,,,,Turn-Based
Here Be Dragons,2019.0,,60,,,8.68,8.68,,,,
Hello Kitty: Big City Dreams,2008.0,Family,53,3.0,3.0,,3.0,,,,Family
I Am Jesus Christ: Prologue,2022.0,"First-Person, Role-Playing, Simulation",60,1.08,,1.17,1.12,,,,Role-Playing
Cross Concerto,2019.0,Visual Novel,0,,,,,,,,Visual Novel
Watch Dogs: Breakthrough,2014.0,"Third-Person, Action, Adventure, Open World",53,0.28,0.67,0.52,0.42,,,,Adventure
Veer,2016.0,"Platform, Puzzle",0,,,,,,,,Platform
Nancy Drew: Tomb of the Lost Queen,2012.0,,66,8.0,,12.58,10.28,,,,
Adera,2018.0,"Point-and-Click, Adventure",60,7.25,9.2,10.0,8.82,,,,Adventure
MySims Agents,2009.0,Adventure,65,8.52,10.0,18.33,10.72,,,,Adventure
Lands of Lore III,1999.0,Role-Playing,60,9.95,14.38,,13.28,,,,Role-Playing
The Adventures of Mr. Bobley,,"Third-Person, Real-Time",50,,,6.87,6.87,,,,Real-Time
Monster Rancher Advance 2,2002.0,Strategy,90,,,,,,,,Strategy
Engineer Arena,2019.0,"First-Person, Shooter",0,,,,,,,,Shooter
MySims Kingdom,2008.0,Simulation,65,10.03,18.77,21.27,14.87,,,,Simulation
BlaZeon,,"Scrolling, Shooter",53,3.0,,,3.0,,,,Shooter
Drawn to Life: SpongeBob SquarePants Edition,2008.0,Action,58,5.58,,,5.58,,,,Action
Deal or No Deal,2006.0,Trivia,37,0.12,2.0,4.42,0.68,0.03,0.03,0.03,Trivia
Pukan Bye Bye,2018.0,,0,,,3.08,3.08,,,,
Virtual Families,2009.0,Simulation,70,,,,,,,,Simulation
Red Johnson's Chronicles: 1 + 2,2014.0,"Point-and-Click, Adventure",70,,17.75,7.0,12.37,,,,Adventure
Wrath of the Black Manta,,Platform,63,1.25,1.72,4.0,1.67,,,,Platform
Metal Storm,,"Action, Platform",76,1.92,5.33,4.45,2.42,0.33,0.33,0.33,Action
Far Cry Instincts,2005.0,"First-Person, Shooter",65,11.68,17.2,,13.13,,,,Shooter
Spell Casting: Meowgically,2016.0,Puzzle,0,,,,,,,,Puzzle
Cyber City 2157,2016.0,Visual Novel,23,0.7,,1.27,1.03,,,,Visual Novel
Neorude 2,1997.0,Role-Playing,0,,,,,,,,Role-Playing
Sirius Online,2015.0,"Action, Simulation",0,,,,,,,,Action
Radia Senki: Reimeihen,1991.0,"Action, Role-Playing",0,,,,,,,,Action
DROID7,,,0,0.75,,,0.75,,,,
Totally Rad,,"Action, Platform",76,0.98,,0.82,0.92,,,,Action
Sonic Drift 2,,,54,1.12,,1.0,1.1,,,,
NCAA Football 10,2009.0,Sports,68,15.5,,30.0,20.33,,,,Sports
Drawn: The Painted Tower,2009.0,Puzzle,68,3.5,5.18,6.78,4.45,,,,Puzzle
Where is 2013?,2017.0,"Point-and-Click, Interactive Art, Puzzle",60,,0.3,,0.3,,,,Puzzle
Space Tail: Every Journey Leads Home,2022.0,"Adventure, Platform",50,6.17,,,6.17,,,,Adventure
Grave Danger,2016.0,"Adventure, Platform",0,,,,,,,,Adventure
Brotherhood United,2018.0,Platform,20,0.75,,2.62,2.23,,,,Platform
Die drei ??? - Geheimnis der Schattenhelden,2017.0,,0,,,,,,,,
Square Heroes,2015.0,"Battle Arena, Shooter",30,,,,,,,,Shooter
TORII,,"Third-Person, Adventure, Puzzle",50,2.1,,,2.1,,,,Adventure
Fat Bear Week,,,70,0.18,0.25,1.0,0.28,,,,
NBA Live 06,2005.0,Sports,61,27.0,80.0,,35.83,,,,Sports
Sonic Drift,1994.0,Racing/Driving,48,1.07,0.63,0.77,0.93,,,,Racing/Driving
Far Cry Instincts: Predator,2006.0,"First-Person, Shooter",64,14.68,20.8,20.0,16.43,,,,Shooter
Lilo & Stitch: Trouble in Paradise,2002.0,"Action, Platform",59,1.5,2.33,2.13,2.05,,,,Action
1943: The Battle of Midway,,"Top-Down, Scrolling, Arcade",59,1.47,1.28,1.75,1.47,,,,Top-Down
Mr Blaster,2017.0,Action,0,,,,,,,,Action
Pinturillo 2,,,60,1.98,,,1.98,,,,
Chaos;Head Noah / Chaos;Child Double Pack,2022.0,"Text, Point-and-Click, Visual Novel",0,,,,,,,,Text
Phoenix Wright: Ace Attorney - Spirit of Justice: Turnabout Time Traveler,2016.0,"First-Person, Point-and-Click, Multidirectional, Puzzle, Visual Novel",73,5.5,6.75,5.5,5.67,,,,Puzzle
Sacrament,2018.0,,0,,,,,,,,
Helium Rain,2017.0,"Simulation, Strategy",0,,,,,,,,Simulation
Vesta,2018.0,"Adventure, Puzzle",40,,,,,,,,Adventure
The Last Worker,,Adventure,0,,,,,,,,Adventure
Picross S7,2021.0,"Text, Puzzle",80,18.83,28.45,33.77,29.67,,,,Puzzle
Kiara And My Ara Ara Adventure,2020.0,Visual Novel,40,2.5,3.0,3.25,2.92,,,,Visual Novel
U Host,2016.0,Trivia,80,,,,,,,,Trivia
Quest for Glory V: Dragon Fire,,"Action, Role-Playing",71,13.9,29.13,,21.52,,,,Action
Luminous Arc 2,2008.0,Tactical role-playing,69,33.67,49.82,65.45,41.37,,,,Tactical role-playing
Banana Prince,1991.0,Platform,65,2.22,2.25,,2.22,,,,Platform
Nun Massacre,,"Action, Adventure",68,2.5,,9.0,4.67,,,,Adventure
To Leave,2018.0,,0,,5.1,6.0,5.55,,,,
I Told You So!,2021.0,Visual Novel,0,0.65,,,0.65,,,,Visual Novel
Air Dasher,2016.0,Platform,0,,,,,,,,Platform
Summon Night 6: Lost Borders,2017.0,"Role-Playing, Tactical",80,65.0,61.33,259.2,101.63,,,,Role-Playing
Palworld,,"Open World, Survival",0,,,,,,,,Survival
Snail Bob 2: Tiny Troubles,2015.0,Adventure,56,0.53,,4.78,2.65,,,,Adventure
Momotarou Densetsu: Peach Boy Legend,1987.0,Role-Playing,70,30.0,32.0,26.33,28.67,,,,Role-Playing
Die drei ??? und der Riesenkrake,2018.0,,0,,,,,,,,
Big Mutha Truckers 2,2005.0,Racing/Driving,65,10.0,9.95,,9.98,,,,Racing/Driving
Hammerin' Harry,,,60,0.67,,,0.67,,,,
Time Soldiers,,Shooter,55,0.9,,,0.9,,,,Shooter
NCAA Football 2002,2001.0,Sports,80,,,,,,,,Sports
Crossroad,2018.0,Visual Novel,70,,,3.82,3.82,,,,Visual Novel
Valis: The Fantasm Soldier Collection,,Compilation,0,,,,,,,,Compilation
JUSTICE SUCKS: Tactical Vacuum Action,2022.0,"Top-Down, Action, Stealth, Strategy/Tactical",75,4.0,5.8,6.5,5.32,,,,Action
League of Enthusiastic Losers,2021.0,Adventure,65,1.08,,1.05,1.07,,,,Adventure
Phantasy Star Online Version 2,2001.0,Role-Playing,87,24.55,,,24.55,,,,Role-Playing
Yumeutsutsu Re:Idol,2020.0,,0,2.25,,,2.25,,,,
The Blues Brothers,,Platformer,64,1.23,2.0,5.5,2.4,,,,Platformer
Laplace's Demon,1995.0,"Turn-Based, Role-Playing, Survival Horror",75,27.0,29.0,30.0,28.67,,,,Horror
B.Rap Boys,,"Side, Scrolling, Action, Beat em Up",47,0.78,,,0.78,,,,Action
Abermore,2022.0,"Action, Adventure, Role-Playing",0,,,,,,,,Adventure
Street Outlaws 2: Winner Takes All,2021.0,Racing/Driving,0,,,,,,,,Racing/Driving
SpellForce: Conquest of Eo,,"Turn-Based, Strategy/Tactical",0,,,,,,,,Turn-Based
She Wants Me Dead,2016.0,"Action, Platform",68,1.5,1.17,1.17,1.42,,,,Action
Mytheon,2010.0,"Action, Adventure",0,,,,,,,,Adventure
Yargis: Space Melee,2015.0,"Top-Down, Shooter",0,1.5,,,1.5,,,,Shooter
Yuletide Legends: Who Framed Santa Claus,2019.0,Hidden Object,60,5.0,5.03,4.67,4.77,,,,Hidden Object
Portal 2: Peer Review,2011.0,"First-Person, Platform, Puzzle",86,2.87,2.85,3.85,3.08,,,,Platform
Siege of Avalon: Anthology,2021.0,"Action, Role-Playing",0,,,,,,,,Action
The Sekimeiya: Spun Glass,2021.0,Visual Novel,83,45.25,65.7,48.22,48.83,,,,Visual Novel
Home Designer - Home Sweet Home,2021.0,Hidden Object,20,9.7,31.9,,20.8,,,,Hidden Object
Fancade,2020.0,Party,60,,,,,,,,Party
Tiny Thor,,"Action, Adventure",0,,,,,,,,Adventure
Explobers,,,0,,,,,,,,
This Is The Only Level,2009.0,Platform,70,0.67,0.67,0.27,0.53,,,,Platform
Airport Simulator 2019,2018.0,Simulation,0,,,,,,,,Simulation
Death Rally,2011.0,"Top-Down, Action, Racing",63,6.12,9.68,15.97,8.85,,,,Action
Tales of Destruction,2016.0,Action,20,,,1.27,1.27,,,,Action
Motherload,,"Side, Strategy",75,,,,,,,,Strategy
Tougi Ou: King Colossus,1992.0,"Action, Role-Playing",70,6.7,9.88,,7.77,,,,Action
Ratchet and Clank: Going Mobile,2005.0,Platform,60,0.92,1.3,1.0,1.1,,,,Platform
Achievement Idler Black,2018.0,,10,,,4.55,4.55,,,,
Pain of War,2017.0,,0,0.5,1.0,,0.75,,,,
The Life of Greather,2016.0,"Adventure, Role-Playing",0,,,,,,,,Adventure
Ninja Village,2022.0,,0,,,22.17,22.17,,,,
BASS Strike,2001.0,Sports,0,,,,,,,,Sports
Unshaded,2021.0,"Top-Down, Real-Time, Action, Stealth",0,,,,,,,,Action
Big Air Freestyle,2002.0,Racing/Driving,0,,,,,,,,Racing/Driving
Wildlife Park 2: Marine World,2007.0,Strategy,50,,,,,,,,Strategy
Pitfall 3D: Beyond the Jungle,1998.0,Platform,60,5.1,4.6,,4.93,,,,Platform
R-Type Complete CD,1991.0,"Scrolling, Shooter",0,0.77,,,0.77,,,,Shooter
The Letter,2007.0,Visual Novel,0,,,,,,,,Visual Novel
The Bugs Bunny Birthday Blowout,,"Side-Scroller, Adventure",50,1.47,2.28,1.75,1.6,,,,Adventure
Sonic Pinball Party,2003.0,"Action, Pinball",54,2.53,,,2.53,,,,Action
R-Type Command,2008.0,"Turn-Based, Strategy",63,27.18,39.45,,31.27,,,,Turn-Based
Ravva and the Cyclops Curse,2019.0,"Side, Adventure, Platform",80,0.98,,0.52,0.82,,,,Adventure
Monkeys Ahoy,2017.0,Puzzle,0,,,,,,,,Puzzle
Ken Griffey Jr. Presents Major League Baseball,,Sports,81,11.1,,,11.1,,,,Sports
Tales of Adventure 2,2014.0,"Beat em Up, Shooter",0,,,,,,,,Shooter
NightmareZ,2016.0,"Action, Platform",0,2.7,,4.22,3.83,,,,Action
Cyphers Game,2022.0,Point-and-Click,70,0.9,,,0.9,,,,Point-and-Click
Pine Creek,2019.0,,80,1.73,,,1.73,,,,
Sunset Overdrive: The Mystery of Mooil Rig DLC,,"Third-Person, Shooter",68,1.1,1.58,2.18,1.45,,,,Shooter
Battle Axe,2021.0,"Action, Adventure",80,0.37,,,0.37,,,,Adventure
Voyage,2021.0,Adventure,59,1.97,2.17,1.82,1.92,,,,Adventure
Air Zonk,,"Side, Scrolling, Shooter",76,1.28,,,1.28,,,,Shooter
Sonic Labyrinth,,Platform,46,1.73,1.42,,1.67,,,,Platform
Demong Hunter,2020.0,"Isometric, Top-Down, Real-Time, Action, Adventure, Role-Playing",0,,,,,,,,Adventure
Diabotical,2020.0,"First-Person, Shooter",60,,,,,,,,Shooter
Freddy Pharkas: Frontier Pharmacist,1993.0,"Third-Person, Adventure",67,5.77,,5.2,5.48,,,,Adventure
Tangled: The Video Game,2010.0,"Action, Adventure",32,3.0,,4.92,4.27,,,,Adventure
Super Smash Bros. Ultimate - Challenger Pack 3: Banjo & Kazooie,2019.0,"Third-Person, Action, Fighting",76,0.68,0.37,0.73,0.65,,,,Action
Paragon,2016.0,"Third-Person, Multidirectional, Real-Time, Battle Arena",67,,,,,,,,Multidirectional
Halley's Dream,2022.0,"Third-Person, Adventure",0,,,,,,,,Adventure
CrossfireX: Operation Catalyst,2022.0,"First-Person, Shooter",52,3.13,3.17,3.17,3.13,,,,Shooter
Emergency 5,2014.0,,90,,,,,,,,
Cobalt,2016.0,Action,57,,,,,,,,Action
Linked Mask,,"Action, Adventure",0,,,,,,,,Adventure
Rugrats: Castle Capers,2001.0,Action,50,1.27,1.67,,1.4,,,,Action
R-Type Delta,1998.0,"Scrolling, Shooter",79,1.47,1.58,,1.5,,,,Shooter
Super Smash Bros. Ultimate - Challenger Pack 2: Hero,2019.0,Fighting,77,0.6,0.5,1.0,0.77,,,,Fighting
Zeliria Sanctuary,2019.0,Visual Novel,90,,,14.77,14.77,,,,Visual Novel
Hero by Chance,2021.0,Role-Playing,30,4.25,,,4.25,,,,Role-Playing
Ambition Record,2022.0,Role-Playing,0,11.0,15.0,23.0,16.33,,,,Role-Playing
Fallout 1.5: Resurrection,2013.0,"Top-Down, Turn-Based, Role-Playing",72,,21.95,42.55,28.82,,,,Top-Down
Skate Park City,2008.0,"Third-Person, Real-Time, Action, Beat em Up, Platform, Sports",0,,,,,,,,Action
WarJetz,2001.0,Action,0,,,,,,,,Action
Uno,2006.0,Card Game,67,2.72,6.9,10.75,7.52,,,,Card Game
Tourist Trophy,2005.0,"Racing, Simulation, Sports",74,23.68,24.75,,24.15,,,,Racing
Dive Alert: Matt's Version,1999.0,Role-Playing,55,3.12,4.55,,3.83,,,,Role-Playing
Black Dahlia,,Adventure,80,,,,,,,,Adventure
Deceptus,2023.0,"Action, Adventure",60,,,,,,,,Adventure
Spirit of Midnight,,"Side, Adventure",0,,,,,,,,Adventure
aMAZE,2017.0,,46,1.07,1.17,1.85,1.65,,,,
OASE: Other Age Second Encounter,2010.0,"Adventure, Role-Playing",50,1.1,,,1.1,,,,Adventure
Casper: Friends Around the World,2000.0,Action,20,5.37,6.0,,5.58,,,,Action
MotoGP '08,2008.0,Simulation,65,,,30.0,30.0,,,,Simulation
Last Rebellion,2010.0,"Action, Role-Playing",46,11.25,12.58,13.4,12.78,,,,Action
Deathrow,2002.0,"Action, Arcade, Sports",63,,16.22,,16.22,,,,Action
Eliminator Boat Duel,,"Arcade, Racing",60,1.3,,3.0,1.62,,,,Arcade
Cyber Troopers Virtual-On Oratorio Tangram,,Action,76,3.47,4.23,7.43,4.88,,,,Action
Paws and Leaves - A Thracian Tale,,"Third-Person, Adventure",0,,,,,,,,Adventure
Space Pilgrim Academy,2017.0,Adventure,80,4.0,4.92,5.5,4.6,,,,Adventure
Rendezvous: Shadows of the Past,2022.0,"Action, Adventure",0,0.75,,,0.75,,,,Adventure
Chronos,2016.0,Role-Playing,74,10.38,15.0,8.65,12.4,,,,Role-Playing
Puzzle Monarch: Forests,2018.0,Puzzle,10,,,0.02,0.02,,,,Puzzle
Across,2022.0,"Third-Person, Adventure",0,,,,,,,,Adventure
Global Adventures,2017.0,"Massively Multiplayer, Role-Playing",0,,,,,,,,Massively Multiplayer
Knights of San Francisco,,"Text, Role-Playing",0,,,,,,,,Text
Inexperienced Driver,2022.0,"Top-Down, Racing/Driving",0,,,0.35,0.35,,,,Top-Down
Space Pirate Sara,2007.0,Visual Novel,0,6.83,,,6.83,,,,Visual Novel
Deep Despair,2020.0,"Sandbox, Survival",0,,,,,,,,Sandbox
Target Earth,1990.0,"Scrolling, Action, Platform, Shooter",60,1.15,,4.0,1.87,,,,Shooter
Aery - Little Bird Adventure,2019.0,,57,1.25,,1.17,1.18,,,,
La Camila: A VR Experience,2018.0,"Virtual Reality, Adventure",0,,,,,,,,Adventure
Driver 76,2007.0,"Racing, Third-Person Shooter",58,8.72,13.18,18.42,10.53,,,,Racing
Farming Simulator 18,2017.0,Simulation,85,1.37,,,1.37,,,,Simulation
Score! Hero,,Sports,77,,,62.5,62.5,,,,Sports
Rogue Islands,2017.0,"Action, Adventure",0,,,12.0,12.0,,,,Adventure
The Machine,,Adventure,90,3.0,6.5,,4.75,,,,Adventure
Heavy Gear Assault,2016.0,"Action, Simulation",0,,,,,,,,Action
Fat Princess Adventures,2015.0,"Action, Role-Playing",65,7.37,7.12,15.0,7.77,,,,Action
Bakugan: Champions of Vestroia,2020.0,Role-Playing,15,20.0,40.0,50.0,36.67,,,,Role-Playing
E.T.: Interplanetary Mission,2002.0,Puzzle,30,3.0,,,3.0,,,,Puzzle
Beyond Space,2014.0,Flight Combat,55,2.45,4.25,,3.05,,,,Flight Combat
East Van EP,,,0,,,,,,,,
Alvastia Chronicles,2019.0,Role-Playing,51,7.95,11.47,16.77,10.37,,,,Role-Playing
Dick Wilde 2,2019.0,Action,0,,,,,,,,Action
3SwitcheD,2012.0,,38,0.85,,3.28,1.47,,,,
We Become What We Behold,2016.0,Point-and-Click,75,0.1,0.1,0.13,0.1,0.05,0.05,0.05,Point-and-Click
VTuber Connect,2022.0,Visual Novel,60,,,2.97,2.97,,,,Visual Novel
Please Knock on My Door,2017.0,Adventure,81,1.72,2.47,8.0,2.18,,,,Adventure
GunFleet,2017.0,Massively Multiplayer,0,,,,,,,,Massively Multiplayer
Rencounter,2016.0,"Role-Playing, Strategy",60,9.98,34.0,,21.98,,,,Role-Playing
Legionwood: Tale of the Two Swords,2011.0,"Top-Down, Role-Playing",30,,32.0,,32.0,,,,Top-Down
Big Sky Trooper,,,0,,,,,,,,
Elder Sign: Omens,2011.0,Board Game,70,2.07,,,2.07,,,,Board Game
Eric the Unready,,Adventure,73,8.58,15.5,,10.88,,,,Adventure
Black Lake Prototype,,Adventure,52,0.32,,0.52,0.35,,,,Adventure
ClickRaid,2017.0,Adventure,0,,,,,,,,Adventure
Drums Rock,2022.0,"Virtual Reality, Music/Rhythm",0,,,,,,,,Virtual Reality
VR The Diner Duo,2016.0,"Virtual Reality, Simulation",53,,7.17,0.22,3.68,,,,Virtual Reality
Word Mesh,2019.0,Puzzle,0,,,,,,,,Puzzle
The USB Stick Found in the Grass,2021.0,Adventure,28,0.45,,1.58,1.15,,,,Adventure
Omega Boost,1999.0,Rail shooter,68,1.92,12.47,27.15,4.5,,,,Rail shooter
Need for Speed: High Stakes,,Racing/Driving,69,19.88,22.23,29.33,22.4,,,,Racing/Driving
Rocket League Sideswipe,2021.0,"Side, Multidirectional, Real-Time, Action, Arcade, Sports",72,,,0.25,0.25,,,,Action
Hunter's Trophy 2 - America,2013.0,Simulation,0,,10.0,8.0,9.0,,,,Simulation
Star Trek: Starfleet Academy,,"Flight Combat, Simulation",80,,17.0,,17.0,,,,Flight Combat
Missile Command: Recharged,2020.0,Arcade,83,3.4,,2.18,2.58,,,,Arcade
Last Wood,2022.0,,0,,,,,,,,
SCP - Containment Breach,2012.0,Survival Horror,73,3.6,6.3,16.0,5.47,,,,Horror
OMGWTFOTL,2006.0,Visual Novel,0,0.17,,0.5,0.33,,,,Visual Novel
Your Future Self,2019.0,,0,1.7,,,1.7,,,,
Rush VR,2018.0,Virtual Reality,65,2.17,,,2.17,,,,Virtual Reality
Alex Kidd: High-Tech World,1987.0,"Adventure, Platform",49,1.38,1.73,,1.48,,,,Adventure
Chance at Life,2022.0,"First-Person, Adventure",0,3.08,,,3.08,,,,Adventure
Desire,2016.0,,68,4.55,,4.83,4.7,,,,
Pokémon Mystery Dungeon: Radiant Adventure Squad,2009.0,"Roguelike, Role-Playing",0,,,,,,,,Roguelike
Headcrab Frenzy!,2015.0,Action,50,0.75,,10.0,5.37,,,,Action
Isolomus,2020.0,"Adventure, Horror",59,0.3,0.63,0.55,0.47,,,,Horror
Disillusions Manga Horror,2013.0,Adventure,18,0.45,,0.42,0.43,,,,Adventure
Eizoku,,,0,,,,,,,,
Light of Mine,2017.0,,0,,,,,,,,
Tin Hearts,2018.0,Virtual Reality,0,,,,,,,,Virtual Reality
Tamarin,2020.0,"Action, Adventure",0,7.17,,12.67,9.0,,,,Adventure
TAPE: Unveil the Memories,2022.0,"First-Person, Adventure",65,3.38,,,3.38,,,,Adventure
Dashy Square,2016.0,"Music/Rhythm, Platform",0,,,,,,,,Platform
Hellbreachers,2020.0,"Action, Platform",28,,,1.05,1.05,,,,Action
Freddy Spaghetti,2020.0,Adventure,65,1.5,1.67,1.52,1.53,,,,Adventure
Run Saber,1993.0,Action,69,1.05,,0.85,1.03,,,,Action
Phantasie,,Role-Playing,0,,18.5,30.0,22.33,,,,Role-Playing
Ecosystem,2021.0,Simulation,0,,,,,,,,Simulation
EDENGATE: The Edge of Life,2022.0,,73,1.92,,,1.92,,,,
I Love Finding Critters,2022.0,Hidden Object,0,,,5.8,5.8,,,,Hidden Object
Necrosphere,2017.0,"Action, Platform",60,2.63,6.0,7.25,3.77,,,,Action
Disney's Peter Pan: The Legend of Never-Land,2005.0,"Third-Person, Action, Adventure",0,,,,,,,,Adventure
Nameless Cat,2020.0,"Action, Platform",70,5.68,4.5,6.3,5.7,,,,Action
Nancy Drew: Danger By Design,2006.0,"First-Person, Adventure, Puzzle",65,6.95,,6.78,6.9,,,,Adventure
The Cyber Shinobi,,Platform,50,2.12,,,2.12,,,,Platform
Tower of Heaven,,"Action, Platform",76,0.45,,1.08,0.57,0.08,0.03,0.23,Action
